id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,Income_knn,Income_lr,Income_dt,Income_rf
18585,29,Private,54411,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,,1,1,1,1
18586,54,Private,37289,Masters,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,55,United-States,0,0,0,0
18587,23,Private,157951,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,1,1,1,1
18605,23,State-gov,279243,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
18607,60,Private,349898,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,44,United-States,1,1,1,1
18610,52,Federal-gov,29623,12th,8,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,1,1,1,1
18625,20,Local-gov,188950,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,25,United-States,1,1,1,1
18632,47,Private,61885,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,50,United-States,0,0,0,0
18633,36,Self-emp-not-inc,182898,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,0,0,0,0
18637,48,State-gov,118330,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,0,0,0,0
18638,36,Private,469056,HS-grad,9,Divorced,Sales,Unmarried,Black,Female,0,0,25,United-States,1,1,1,1
18642,42,Private,185413,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0,0,0
18646,48,Private,208748,5th-6th,3,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,40,Dominican-Republic,1,1,1,1
18650,23,Local-gov,336010,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,32,United-States,1,1,1,1
18656,24,Private,149457,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
18659,29,Federal-gov,196912,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,1,1,1,1
18661,34,Self-emp-not-inc,80933,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
18662,64,Local-gov,190660,HS-grad,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
18664,47,Private,167159,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,4650,0,40,United-States,1,1,1,1
18670,31,Local-gov,80058,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,64,United-States,1,1,1,1
18685,51,Self-emp-not-inc,35295,HS-grad,9,Never-married,Farming-fishing,Unmarried,White,Male,0,0,45,United-States,1,1,1,1
18686,47,Private,133969,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,2885,0,65,Japan,1,0,0,1
18697,60,Private,148522,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,1,1,1,1
18698,19,Private,97261,HS-grad,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
18700,20,Private,229414,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,1,1,1,1
18706,73,Self-emp-not-inc,336007,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,1,1
18721,18,Private,102182,12th,8,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,30,United-States,1,1,1,1
18725,90,Local-gov,153602,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,6767,0,40,United-States,1,0,0,0
18726,20,Private,215495,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Mexico,1,1,1,1
18735,69,Local-gov,197288,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,1,1,1,1
18736,58,Self-emp-not-inc,157786,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,1
18740,44,Self-emp-inc,37997,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,1,1,1
18747,17,Self-emp-inc,183784,10th,6,Never-married,Sales,Own-child,White,Male,0,0,15,United-States,1,1,1,1
18755,54,Private,143804,10th,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,1,1,1
18764,52,Self-emp-inc,561489,Masters,14,Divorced,Exec-managerial,Not-in-family,Black,Female,0,0,50,United-States,1,1,1,0
18765,22,Federal-gov,100345,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,43,United-States,1,1,1,1
18779,50,Private,187830,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,1,1,0
18798,21,Private,205838,HS-grad,9,Never-married,Other-service,Own-child,White,Male,0,0,37,United-States,1,1,1,1
18806,56,Self-emp-not-inc,67841,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,1,1
18815,35,Private,334999,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,1,1,1,1
18818,25,Private,52536,Assoc-acdm,12,Divorced,Tech-support,Own-child,White,Female,0,1594,25,United-States,1,1,1,1
18824,25,Private,75821,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,1,1,1,1
18827,35,Private,282979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,0,0,0,0
18828,36,Private,166549,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,55,United-States,1,1,1,0
18830,22,Private,157145,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,0,50,United-States,1,1,1,1
18832,90,Private,115306,Masters,14,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,0,1,1
18833,39,Private,169249,HS-grad,9,Separated,Other-service,Other-relative,Black,Male,0,0,40,United-States,1,1,1,1
18834,34,State-gov,221966,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,1,1,1,1
18855,25,Local-gov,206002,HS-grad,9,Divorced,Tech-support,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
18857,26,Local-gov,202286,Bachelors,13,Never-married,Tech-support,Own-child,White,Male,0,0,40,United-States,1,1,1,1
18870,27,Private,209292,HS-grad,9,Never-married,Sales,Other-relative,Black,Female,0,0,32,Dominican-Republic,1,1,1,1
18878,42,Private,155972,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,1,1,1
18884,27,Private,34701,Bachelors,13,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
18886,54,Private,138944,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,1,1,1,1
18892,32,Private,231413,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,1,1,1
18901,30,Private,130369,Assoc-voc,11,Separated,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
18910,41,Private,428499,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,50,United-States,0,1,1,1
18927,35,Private,322171,Some-college,10,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,0,1,1,0
18941,50,Private,238959,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,0,1,1,0
18966,45,Self-emp-not-inc,152752,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,3,United-States,1,1,1,1
18968,27,Private,154210,11th,7,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Male,0,0,35,India,1,1,1,1
18980,53,Private,149650,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,2559,48,United-States,0,1,0,0
18986,33,Self-emp-not-inc,112952,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,48,United-States,1,1,1,1
18990,68,Private,195868,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,20051,0,40,United-States,0,0,0,0
19008,39,Private,181661,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,1,1,1,1
19010,20,Federal-gov,178517,Some-college,10,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
19027,41,Federal-gov,19914,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,40,Philippines,0,1,0,0
19033,21,State-gov,196827,Assoc-acdm,12,Never-married,Tech-support,Own-child,White,Male,0,0,10,United-States,1,1,1,1
19047,38,Private,197711,10th,6,Divorced,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Portugal,1,1,1,1
19062,37,Private,170174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,46,United-States,1,1,1,1
19063,41,Self-emp-not-inc,203451,Some-college,10,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,15,United-States,1,1,1,1
19067,19,Private,238474,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,25,United-States,1,1,1,1
19070,51,Private,360131,5th-6th,3,Married-civ-spouse,Craft-repair,Other-relative,White,Female,0,0,40,United-States,1,1,1,1
19072,43,Private,83411,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,1,1,1,1
19074,28,Local-gov,296537,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,1,1,1,1
19103,23,Private,253190,Assoc-acdm,12,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,25,United-States,1,1,1,1
19111,27,Private,147340,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,1,1,1
19112,71,Self-emp-not-inc,130436,1st-4th,2,Divorced,Craft-repair,Not-in-family,White,Female,0,0,28,United-States,1,1,1,1
19120,49,Private,54772,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3103,0,45,United-States,0,0,1,0
19138,30,Private,149531,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,1,1
19140,45,Private,172822,11th,7,Divorced,Transport-moving,Not-in-family,White,Male,0,2824,76,United-States,0,1,0,0
19141,59,Private,106748,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,0,0,99,United-States,1,1,1,1
19143,53,Local-gov,216691,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,10520,0,40,United-States,0,0,0,0
19146,53,Local-gov,99064,9th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
19154,32,Private,212276,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,0,0,0,0
19159,40,Private,141537,10th,6,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,1,1,1,1
19185,30,Private,171598,Bachelors,13,Married-spouse-absent,Sales,Not-in-family,White,Female,0,0,50,United-States,1,1,0,1
19194,64,Private,133144,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,16,United-States,1,1,1,1
19198,40,Private,145160,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0,0,0
19204,52,Private,110563,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,1,1,1,1
19215,19,Self-emp-not-inc,67929,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,50,United-States,1,1,1,1
19227,28,Private,190836,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,3411,0,40,United-States,1,1,1,1
19245,41,Private,203943,12th,8,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,,1,1,1,1
19251,45,Private,164210,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19254,50,Local-gov,425804,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19264,60,Local-gov,227332,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0,0,1
19271,31,Private,117963,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,60,United-States,1,1,1,1
19283,61,Self-emp-not-inc,181033,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,60,United-States,1,0,1,1
19290,21,Private,154165,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,35,United-States,1,1,1,1
19304,64,Federal-gov,316246,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,1,1,1,1
19305,37,Local-gov,239161,Some-college,10,Separated,Protective-serv,Own-child,Other,Male,0,0,52,United-States,1,1,1,1
19309,37,Private,200598,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1740,45,United-States,1,0,1,1
19324,68,Private,192829,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,43,United-States,1,1,1,1
19326,38,State-gov,110426,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,40,,0,0,0,0
19340,22,Private,29810,Some-college,10,Never-married,Transport-moving,Own-child,White,Female,0,0,30,United-States,1,1,1,1
19341,40,Private,360884,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,0,0,0,0
19343,35,Private,142874,Assoc-acdm,12,Married-spouse-absent,Sales,Own-child,Black,Female,0,0,36,United-States,1,1,1,1
19345,46,,177305,Assoc-voc,11,Married-civ-spouse,,Wife,Black,Female,0,0,35,United-States,1,1,1,1
19354,60,Private,125019,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,48,United-States,0,0,0,0
19361,43,Private,164693,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,1,0
19374,22,Private,201268,Bachelors,13,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,1,1,1,1
19379,45,Private,194772,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,55,United-States,0,1,1,0
19384,44,Local-gov,124924,Assoc-voc,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,44,United-States,1,1,1,1
19390,31,Private,164870,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Mexico,1,1,1,1
19391,30,Private,236861,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,0,1876,45,United-States,1,1,1,1
19402,31,Private,196227,HS-grad,9,Separated,Other-service,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19404,50,Private,234037,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,58,United-States,0,1,1,0
19409,20,Private,164219,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,1,1,1,1
19415,25,Private,185287,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
19416,50,Private,31014,HS-grad,9,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,1,1,1,0
19452,36,Private,198587,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
19456,29,Private,204984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,1,1
19474,56,Private,247337,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,0,0,0
19481,23,Private,184271,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,36,United-States,1,1,1,1
19485,46,Federal-gov,46537,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19501,36,Private,130620,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,0,0,35,Philippines,1,1,0,0
19507,48,State-gov,201177,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,0,0,0,0
19514,22,Private,316509,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,1,1,1,1
19526,25,Local-gov,244408,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,Vietnam,1,1,1,1
19535,27,Self-emp-not-inc,208577,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,2258,50,United-States,1,1,0,1
19538,20,Private,298635,Some-college,10,Never-married,Sales,Own-child,Asian-Pac-Islander,Male,0,0,30,Philippines,1,1,1,1
19547,23,Private,214542,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,1,1,1,1
19554,30,Private,323069,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19562,55,Private,205422,10th,6,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,40,United-States,1,1,1,1
19570,38,Private,188503,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Female,6497,0,35,United-States,1,1,1,1
19582,24,Private,204172,Bachelors,13,Never-married,Sales,Other-relative,White,Female,0,0,40,United-States,1,1,1,1
19586,28,Private,163320,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,0,0,40,United-States,1,1,1,1
19587,61,Private,128230,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,30,United-States,1,1,1,0
19594,44,Self-emp-not-inc,218653,Bachelors,13,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,1,1,1
19615,63,Private,137843,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,7298,0,48,United-States,0,0,0,0
19616,40,,170649,Some-college,10,Married-civ-spouse,,Husband,White,Male,0,0,8,United-States,1,1,1,1
19622,48,Private,164423,HS-grad,9,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
19636,51,Private,166934,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,1,1,1,1
19647,32,Private,170017,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,1,1,1,1
19676,56,Private,215839,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,,1,0,1,1
19680,28,Private,64307,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
19695,41,Self-emp-inc,114967,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,1,1,1,0
19700,54,Private,183248,HS-grad,9,Divorced,Transport-moving,Not-in-family,Black,Male,0,0,40,United-States,1,1,1,1
19701,23,Private,102942,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,2258,40,United-States,1,1,1,1
19706,22,,255969,12th,8,Never-married,,Not-in-family,White,Male,0,0,48,United-States,1,1,1,1
19712,61,Private,171429,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,36,United-States,1,1,1,1
19715,52,Private,404453,HS-grad,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,1,1,1,1
19724,38,Private,127865,Masters,14,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,1,1,1,0
19730,20,Private,266467,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
19737,42,Private,29962,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
19743,50,Self-emp-inc,302708,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,50,Japan,0,0,0,0
19762,41,Private,190591,HS-grad,9,Separated,Other-service,Unmarried,Black,Female,0,0,20,United-States,1,1,1,1
19763,33,State-gov,220066,Doctorate,16,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,48,United-States,0,0,0,0
19767,18,Local-gov,152171,11th,7,Never-married,Protective-serv,Own-child,White,Male,0,0,10,United-States,1,1,1,1
19777,36,Private,86459,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1887,50,United-States,0,0,0,0
19779,34,Private,185408,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19793,42,Private,124792,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,45,United-States,0,0,0,0
19805,34,Private,430554,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,1,1,1,1
19814,61,,226989,HS-grad,9,Divorced,,Not-in-family,White,Male,4865,0,40,United-States,1,1,0,1
19821,24,Private,172496,Masters,14,Never-married,Tech-support,Not-in-family,White,Male,0,0,50,United-States,1,1,1,1
19823,23,Private,174413,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19828,79,Private,172220,7th-8th,4,Widowed,Priv-house-serv,Not-in-family,White,Female,2964,0,30,United-States,1,1,1,1
19830,42,,234277,HS-grad,9,Married-spouse-absent,,Not-in-family,White,Male,0,0,35,United-States,1,1,1,1
19833,47,Private,192053,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,0,1590,40,United-States,1,1,1,1
19852,45,Private,167523,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,2179,45,United-States,1,0,1,1
19868,57,Private,35884,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
19873,33,Self-emp-not-inc,520078,Assoc-acdm,12,Divorced,Sales,Unmarried,Black,Male,0,0,60,United-States,1,1,1,1
19891,26,Private,22328,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,1,1
19892,46,Private,309212,HS-grad,9,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,25,United-States,1,1,1,1
19897,29,Private,119004,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2179,40,United-States,1,1,1,1
19909,56,Private,136472,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,48,United-States,1,1,1,1
19910,36,Private,132879,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,0,0,45,United-States,1,1,1,1
19920,55,Local-gov,209535,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0,0,0
19923,28,Private,183151,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,7688,0,40,United-States,0,0,0,0
19943,59,Local-gov,181242,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
19946,28,Private,315287,HS-grad,9,Never-married,Adm-clerical,Other-relative,Black,Male,0,0,40,,1,1,1,1
19958,19,Private,199495,HS-grad,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,1,1,1,1
19961,44,Local-gov,231793,Doctorate,16,Married-spouse-absent,Prof-specialty,Unmarried,White,Female,0,0,38,United-States,1,0,0,1
19964,30,Private,328242,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,40,Hong,1,1,0,0
19965,56,Private,279340,11th,7,Separated,Other-service,Not-in-family,Black,Female,0,0,40,United-States,1,1,1,1
19966,19,Private,174478,HS-grad,9,Never-married,Other-service,Own-child,White,Female,0,0,40,United-States,1,1,1,1
19973,33,Private,312055,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
19981,44,Private,230592,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,35,United-States,1,1,1,1
19990,27,Private,333990,Assoc-voc,11,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,1,1,1,1
19995,36,Self-emp-not-inc,89622,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,1,1,1,1
19998,54,Private,343242,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,0,1,1,1
20005,44,Private,191814,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,1,1,1,1
20014,57,Private,73051,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0,0,0
20021,18,Private,276540,12th,8,Never-married,Sales,Own-child,Black,Female,0,0,15,United-States,1,1,1,1
20028,35,Private,105821,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,5178,0,40,United-States,0,0,0,0
20029,22,,34506,Some-college,10,Separated,,Unmarried,White,Female,0,0,25,United-States,1,1,1,1
20032,34,Private,191930,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,United-States,1,1,1,1
20037,18,Private,90934,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,28,United-States,1,1,1,1
20038,49,,296892,HS-grad,9,Married-civ-spouse,,Husband,White,Male,0,0,40,Puerto-Rico,1,1,1,1
20040,26,Private,258768,Some-college,10,Never-married,Transport-moving,Not-in-family,Black,Male,2174,0,75,United-States,1,1,1,1
20044,65,Self-emp-not-inc,175202,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,24,United-States,1,1,1,1
20051,54,Private,162238,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,0,1,0,1
20062,32,Private,185732,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
20063,22,Private,153516,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
20065,33,Private,216145,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
20075,43,Local-gov,223861,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
20084,21,Private,156807,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,10,United-States,1,1,1,1
20108,43,Private,223277,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,1,1,1,1
20126,37,Private,86551,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,0,0,0,0
20129,41,Private,204235,Assoc-voc,11,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,1,1,1,0
20133,21,Private,198050,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,0,0,28,United-States,1,1,1,1
20148,42,Local-gov,227890,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1485,40,United-States,0,0,0,1
20153,46,Private,266337,Assoc-voc,11,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,1,1,1,1
20155,27,State-gov,21306,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,Germany,1,1,1,1
20164,53,Private,375134,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,1,0,1,1
20179,54,Private,97778,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,1,1,1,1
20180,54,Private,21698,10th,6,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,1,1,1,1
20182,19,Private,175820,11th,7,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,1,1,1,1
20183,25,Local-gov,63996,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,1,1,1,1
20215,52,Private,349502,Some-college,10,Never-married,Adm-clerical,Unmarried,White,Male,0,0,45,United-States,1,1,1,1
